"","member","word","freq"
"84","Alex Norris","defence",0.0200636698202956
"85","Alex Salmond","reactors",0.608462914694984
"86","Alex Salmond","ssbn",0.576860782135015
"87","Alex Salmond","safety",0.398984680776913
"88","Alex Salmond","fleet",0.332601231659554
"89","Alex Salmond","made",0.164657686998274
"90","Alex Salmond","defence",0.00894487516592063
"91","Alex Salmond","23",0
"92","Alex Salmond","day",0
"93","Alex Salmond","frigat",0
"94","Alex Salmond","sea",0
"95","Alex Salmond","servic",0
"96","Alex Salmond","ship",0
"97","Alex Sobel","accommodation",3.4160986625604
"98","Alex Sobel","family",3.40027469586262
"99","Alex Sobel","properties",2.14986700427166
"100","Alex Sobel","service",2.07099368861519
"101","Alex Sobel","licence",1.89778810026057
"102","Alex Sobel","carillion",1.8092926939308
"103","Alex Sobel","civilian",1.71444121287144
"104","Alex Sobel","tenants",1.54564705952167
"105","Alex Sobel","rent",1.54481617168487
"106","Alex Sobel","allocated",1.53445160411766
"107","Alex Sobel","lets",1.47061095401158
"108","Alex Sobel","sub",1.36533489497665
"109","Alison McGovern","raqqa",1.09012198882779
"110","Alison McGovern","syria",0.998352526264
"111","Alison McGovern","casualties",0.976818205604945
"112","Alison McGovern","libor",0.875063746240295
"113","Alison McGovern","civilian",0.823897295419467
"114","Alison McGovern","offensive",0.689766393431411
"115","Alison McGovern","counter",0.659861267484424
"116","Alison McGovern","widened",0.621340983792962
"117","Alison McGovern","wirral",0.619124889623433
"118","Alison McGovern","daesh",0.609015170660391
"119","Alison McGovern","childcare",0.603022930130426
"120","Alison McGovern","led",0.576382457579311
"121","Alison Seabeck","waterproof",3.21963765439641
"122","Alison Seabeck","clothing",2.80526750409515
"123","Alison Seabeck","contract",2.77016675967245
"124","Alison Seabeck","support",2.06209076681256
"125","Alison Seabeck","helicopter",2.05494007361689
"126","Alison Seabeck","expected",1.85642554882847
"127","Alison Seabeck","group",1.85275612640474
"128","Alison Seabeck","site",1.82071446104439
"129","Alison Seabeck","managed",1.79785401019814
"130","Alison Seabeck","use",1.72626996925344
"131","Alison Seabeck","time",1.61460040439449
"132","Alison Seabeck","cost",1.57150234133216
"133","Alison Thewliss","stationed",1.6332399662915
"134","Alison Thewliss","personnel",1.56733279547124
"135","Alison Thewliss","kentigern",1.55420349900088
"136","Alison Thewliss","glasgow",1.30730091274765
"137","Alison Thewliss","egypt",1.28597770549604
"138","Alison Thewliss","yemen",1.25853577471145
"139","Alison Thewliss","shader",0.952015174055459
"140","Alison Thewliss","saudi",0.925800759042398
"141","Alison Thewliss","service",0.91385751803471
"142","Alison Thewliss","house",0.868021210562162
"143","Alison Thewliss","centre",0.85801732833917
"144","Alison Thewliss","armed",0.838063163671871
"145","Alistair Burt","pirtek",0.599748375341535
"146","Alistair Burt","ltd",0.391659139739206
"147","Alistair Burt","undertaking",0.345569390208193
"148","Alistair Burt","supplied",0.304009066833935
"149","Alistair Burt","investigation",0.29079450180358
"150","Alistair Burt","result",0.243847653046207
"151","Alistair Burt","equipment",0.239282470547361
"152","Alistair Burt","received",0.219411846307296
"153","Alistair Burt","uk",0.12586292583045
"154","Alistair Burt","will",0.0987813682737315
"155","Alistair Burt","defence",0.00672862278922763
"156","Alistair Burt","23",0
"157","Amanda Solloway","safeguards",0.388907984431814
"158","Amanda Solloway","remote",0.344052327012124
"159","Amanda Solloway","conditions",0.33707946810055
"160","Amanda Solloway","mental",0.288345288536446
"161","Amanda Solloway","pilots",0.281533083390202
"162","Amanda Solloway","protect",0.274274918498992
"163","Amanda Solloway","risk",0.270418614735846
"164","Amanda Solloway","health",0.26936142813904
"165","Amanda Solloway","combat",0.258393455441458
"166","Amanda Solloway","level",0.248403338412775
"167","Amanda Solloway","developing",0.236156887351041
"168","Amanda Solloway","place",0.190521526970645
"169","Andrew Bowie","marines",0.60224977048358
"170","Andrew Bowie","navy",0.585952294403132
"171","Andrew Bowie","agreeing",0.534349091679156
"172","Andrew Bowie","airmen",0.531811816889305
"173","Andrew Bowie","citizens",0.527476873943914
"174","Andrew Bowie","royal",0.48304804998432
"175","Andrew Bowie","cooks",0.478058759398517
"176","Andrew Bowie","stewards",0.478058759398517
"177","Andrew Bowie","stokers",0.478058759398517
"178","Andrew Bowie","antiship",0.47271261893114
"179","Andrew Bowie","harpoon",0.47271261893114
"180","Andrew Bowie","commonwealth",0.459495958295578
"181","Andrew Griffiths","marines",0.995160281448613
"182","Andrew Griffiths","abroad",0.946460072321466
"183","Andrew Griffiths","veterans",0.671417573577286
"184","Andrew Griffiths","navy",0.651489232040949
"185","Andrew Griffiths","air",0.643233542798336
"186","Andrew Griffiths","emergency",0.583030664863231
"187","Andrew Griffiths","number",0.582665755561919
"188","Andrew Griffiths","army",0.575986643035934
"189","Andrew Griffiths","royal",0.537075468650099
"190","Andrew Griffiths","estimate",0.521322358230554
"191","Andrew Griffiths","bases",0.497096579721325
"192","Andrew Griffiths","alcohol",0.486382126777466
"193","Andrew Gwynne","aircraft",2.65415784405369
"194","Andrew Gwynne","transport",2.11231547665482
"195","Andrew Gwynne","senior",2.00084179038678
"196","Andrew Gwynne","force",1.98744554733045
"197","Andrew Gwynne","month",1.88812066207916
"198","Andrew Gwynne","cost",1.79980772760267
"199","Andrew Gwynne","raf",1.7586338813875
"200","Andrew Gwynne","cluster",1.66171646119027
"201","Andrew Gwynne","journey",1.64487853310717
"202","Andrew Gwynne","year",1.62720046199817
"203","Andrew Gwynne","ministerial",1.59324373003708
"204","Andrew Gwynne","use",1.58651735699681
"205","Andrew Jones","ownership",0.67630807736867
"206","Andrew Jones","youth",0.564160180995966
"207","Andrew Jones","home",0.496295881889462
"208","Andrew Jones","yorkshire",0.473051829288794
"209","Andrew Jones","increase",0.382526401815578
"210","Andrew Jones","north",0.330499920439242
"211","Andrew Jones","cadets",0.307058963634617
"212","Andrew Jones","allocated",0.300200341651443
"213","Andrew Jones","members",0.29376477859069
"214","Andrew Jones","funding",0.244769501652958
"215","Andrew Jones","2017",0.202747441732318
"216","Andrew Jones","armed",0.193710630764113
"217","Andrew Percy","defibrillators",0.793080701829628
"218","Andrew Percy","ufo",0.697954880336731
"219","Andrew Percy","desk",0.615303880350024
"220","Andrew Percy","chemical",0.609964899346059
"221","Andrew Percy","threat",0.548950561119655
"222","Andrew Percy","declines",0.417858310736849
"223","Andrew Percy","weapons",0.40267282429982
"224","Andrew Percy","manages",0.388956438861167
"225","Andrew Percy","building",0.386716509572978
"226","Andrew Percy","irma",0.374916760501678
"227","Andrew Percy","relief",0.355444465842163
"228","Andrew Percy","hurricane",0.347866782901006
"229","Andrew Rosindell","uk",9.04284708980922
"230","Andrew Rosindell","eu",6.58376684677764
"231","Andrew Rosindell","made",5.61304539750089
"232","Andrew Rosindell","european",5.01665203563547
"233","Andrew Rosindell","force",4.47240003349952
"234","Andrew Rosindell","will",4.04219719808382
"235","Andrew Rosindell","counterpart",3.66804961305522
"236","Andrew Rosindell","armed",3.59020404692348
"237","Andrew Rosindell","potential",3.26707202247766
"238","Andrew Rosindell","militarily",3.18360053870612
"239","Andrew Rosindell","air",3.11311056689716
"240","Andrew Rosindell","developing",3.09611963147729
"241","Andrew Selous","exoffender",0.440076613047325
"242","Andrew Selous","unspent",0.440076613047325
"243","Andrew Selous","ban",0.347771154476687
"244","Andrew Selous","box",0.347771154476687
"245","Andrew Selous","convictions",0.295657797060837
"246","Andrew Selous","employees",0.251743346006377
"247","Andrew Selous","respect",0.250856673047614
"248","Andrew Selous","job",0.242061955800066
"249","Andrew Selous","applicants",0.226101185919356
"250","Andrew Selous","employees",0.177596840045008
"251","Andrew Selous","operates",0.125608642654676
"252","Andrew Selous","defence",0.00493725310363717
"253","Andrew Stephenson","lancashire",1.2437019679063
"254","Andrew Stephenson","pendle",1.11873699612927
"255","Andrew Stephenson","west",0.69665567324656
"256","Andrew Stephenson","north",0.655385652281269
"257","Andrew Stephenson","veterans",0.495350472392779
"258","Andrew Stephenson","khyber",0.490680331299052
"259","Andrew Stephenson","pakhtunkhwa",0.490680331299052
"260","Andrew Stephenson","provincial",0.490680331299052
"261","Andrew Stephenson","juffair",0.481333784676652
"262","Andrew Stephenson","react",0.481333784676652
"263","Andrew Stephenson","medium",0.456645079567616
"264","Andrew Stephenson","crises",0.445371430132912
"265","Andy Slaughter","sightings",0.572325268384606
"266","Andy Slaughter","unidentified",0.513509795216542
"267","Andy Slaughter","overt",0.507459715128844
"268","Andy Slaughter","bahrain",0.501839652360121
"269","Andy Slaughter","permanent",0.493111339203207
"270","Andy Slaughter","techniques",0.431631062442897
"271","Andy Slaughter","objects",0.407158710005593
"272","Andy Slaughter","build",0.404397419467441
"273","Andy Slaughter","naval",0.375649707729883
"274","Andy Slaughter","means",0.372738151369117
"275","Andy Slaughter","reported",0.366248947407528
"276","Andy Slaughter","content",0.363106418110425
"277","Angela Rayner","standard",0.682000205884535
"278","Angela Rayner","housing",0.601051579722577
"279","Angela Rayner","service",0.296653180732805
"280","Angela Rayner","personnel",0.292270484275797
"281","Angela Rayner","defence",0.0136956952634195
"282","Angela Rayner","23",0
"283","Angela Rayner","day",0
"284","Angela Rayner","frigat",0
"285","Angela Rayner","sea",0
"286","Angela Rayner","ship",0
"287","Angela Rayner","spent",0
"288","Angela Rayner","type",0
"289","Angela Smith","vj",0.581756742795362
"290","Angela Smith","70th",0.467276732698304
"291","Angela Smith","anniversary",0.422880368568461
"292","Angela Smith","commemorate",0.395753530443894
"293","Angela Smith","belt",0.354568864070281
"294","Angela Smith","blue",0.354568864070281
"295","Angela Smith","indian",0.337821194397191
"296","Angela Smith","day",0.328189080738565
"297","Angela Smith","satellite",0.28809129552546
"298","Angela Smith","ascension",0.27134362585237
"299","Angela Smith","around",0.251930203167276
"300","Angela Smith","advanced",0.236346126938862
"301","Angus Brendan MacNeil","hebridean",4.23041269148876
"302","Angus Brendan MacNeil","range",3.79961990739667
"303","Angus Brendan MacNeil","isil",2.05534871757776
"304","Angus Brendan MacNeil","syria",1.13794771296008
"305","Angus Brendan MacNeil","iraq",1.07821515684186
"306","Angus Brendan MacNeil","guards",0.833057969864975
"307","Angus Brendan MacNeil","trials",0.804935993390512
"308","Angus Brendan MacNeil","turbines",0.754282262977114
"309","Angus Brendan MacNeil","fly",0.75353468486497
"310","Angus Brendan MacNeil","made",0.747498161738539
"311","Angus Brendan MacNeil","missions",0.710583346350489
"312","Angus Brendan MacNeil","military",0.704596388547952
"313","Angus Robertson","aircraft",12.1588909076235
"314","Angus Robertson","cost",8.90086535322013
"315","Angus Robertson","collision",8.84854463284906
"316","Angus Robertson","will",7.76713265175581
"317","Angus Robertson","estimate",7.55872103828526
"318","Angus Robertson","tornado",7.38729471497106
"319","Angus Robertson","system",6.34321054012389
"320","Angus Robertson","made",6.11301415798295
"321","Angus Robertson","personnel",5.40143527129682
"322","Angus Robertson","joint",5.33416282547703
"323","Angus Robertson","asset",5.30885203378776
"324","Angus Robertson","warning",5.1339629117807
"325","Ann Clwyd","iraqi",0.546043007316894
"326","Ann Clwyd","interrogations",0.491980609433307
"327","Ann Clwyd","video",0.468742447351706
"328","Ann Clwyd","detainees",0.452254708964554
"329","Ann Clwyd","obligations",0.408533472736893
"330","Ann Clwyd","burmese",0.395449021863593
"331","Ann Clwyd","education",0.360997337663089
"332","Ann Clwyd","humanitarian",0.355564413126373
"333","Ann Clwyd","human",0.351762444039035
"334","Ann Clwyd","rights",0.33545779271223
"335","Ann Clwyd","fahdawi",0.315208577456274
"336","Ann Clwyd","sabri",0.315208577456274
"337","Ann McKechin","reservists",0.677695811283746
"338","Ann McKechin","scottish",0.417899444148741
"339","Ann McKechin","corporate",0.416706958891666
"340","Ann McKechin","challenge",0.40582302534485
"341","Ann McKechin","signed",0.361161256993579
"342","Ann McKechin","cent",0.35952072817083
"343","Ann McKechin","covenant",0.349138694420615
"344","Ann McKechin","one",0.347821019302478
"345","Ann McKechin","participate",0.344571462210022
"346","Ann McKechin","per",0.322788546346958
"347","Ann McKechin","organisations",0.303707626430806
"348","Ann McKechin","scotland",0.303707626430806
"349","Anna McMorrin","nature",0.463352244257873
"350","Anna McMorrin","presence",0.433443813424504
"351","Anna McMorrin","continue",0.370944355528137
"352","Anna McMorrin","region",0.359273236061832
"353","Anna McMorrin","long",0.341741798660508
"354","Anna McMorrin","syria",0.288515323441973
"355","Anna McMorrin","british",0.245196567653306
"356","Anna McMorrin","operations",0.195323753858546
"357","Anna McMorrin","military",0.179983239684446
"358","Anna McMorrin","defence",0.00767751955256296
"359","Anna McMorrin","23",0
"360","Anna McMorrin","day",0
"361","Anna Turley","nurseries",0.652665288291798
"362","Anna Turley","primary",0.529737312612557
"363","Anna Turley","looked",0.455863156429343
"364","Anna Turley","properly",0.433685372963593
"365","Anna Turley","animals",0.397137234105559
"366","Anna Turley","schools",0.396869194356057
"367","Anna Turley","welfare",0.376711094875057
"368","Anna Turley","left",0.305169379586477
"369","Anna Turley","armed",0.304411078692939
"370","Anna Turley","regimental",0.276637439211533
"371","Anna Turley","active",0.275650446134371
"372","Anna Turley","forces",0.253691231824475
"373","Anne Marie Morris","invest",0.644986261705613
"374","Anne Marie Morris","equipment",0.486430209830648
"375","Anne Marie Morris","new",0.461149069199652
"376","Anne Marie Morris","armed",0.281766710249258
"377","Anne Marie Morris","forces",0.234819784211495
"378","Anne Marie Morris","defence",0.0136784169260215
"379","Anne Marie Morris","23",0
"380","Anne Marie Morris","day",0
"381","Anne Marie Morris","frigat",0
"382","Anne Marie Morris","sea",0
"383","Anne Marie Morris","servic",0
"384","Anne Marie Morris","ship",0
"385","Anne McLaughlin","antidaesh",0.556257441150492
"386","Anne McLaughlin","cold",0.439583215194285
"387","Anne McLaughlin","weather",0.431576847642893
"388","Anne McLaughlin","clothing",0.40246643438485
"389","Anne McLaughlin","progressive",0.232050498012014
"390","Anne McLaughlin","equipment",0.221930830080275
"391","Anne McLaughlin","provide",0.185711730285356
"392","Anne McLaughlin","forces",0.107135100937649
"393","Anne McLaughlin","defence",0.00624069467978339
"394","Anne McLaughlin","23",0
"395","Anne McLaughlin","day",0
"396","Anne McLaughlin","frigat",0
"397","Anneliese Dodds","prestwick",0.438244410369243
"398","Anneliese Dodds","nuclear",0.419712645469915
"399","Anneliese Dodds","lessons",0.392977922750906
"400","Anneliese Dodds","immediate",0.382217684639829
"401","Anneliese Dodds","learn",0.377272377952102
"402","Anneliese Dodds","notices",0.331128757795532
"403","Anneliese Dodds","formally",0.331128757795532
"404","Anneliese Dodds","emergency",0.330180282394244
"405","Anneliese Dodds","findings",0.316283536254939
"406","Anneliese Dodds","improvement",0.316283536254939
"407","Anneliese Dodds","materials",0.304423285748213
"408","Anneliese Dodds","transport",0.3005828855818
"409","Annette Brooke","libya",1.24907738272397
"410","Annette Brooke","illegal",0.955178360842112
"411","Annette Brooke","received",0.855082580306066
"412","Annette Brooke","circulation",0.64377949238011
"413","Annette Brooke","movement",0.579725391149065
"414","Annette Brooke","christmas",0.562960482486254
"415","Annette Brooke","extremist",0.493837624683767
"416","Annette Brooke","southern",0.462993613284183
"417","Annette Brooke","island",0.406983434728423
"418","Annette Brooke","camps",0.379288182138568
"419","Annette Brooke","posed",0.370849257497188
"420","Annette Brooke","compensation",0.36686475110231
"421","Austin Mitchell","abrogated",0.47780892245385
"422","Austin Mitchell","clause",0.406410926217242
"423","Austin Mitchell","income",0.335012929980633
"424","Austin Mitchell","lost",0.306191168137295
"425","Austin Mitchell","signed",0.268684869931729
"426","Austin Mitchell","suppliers",0.266938846196193
"427","Austin Mitchell","compensated",0.237628902806298
"428","Austin Mitchell","consultant",0.235721174801189
"429","Austin Mitchell","include",0.214527403671777
"430","Austin Mitchell","2010",0.164323178564581
"431","Austin Mitchell","contract",0.163973215037619
"432","Austin Mitchell","provider",0.159520961285764
"433","Baroness Anelay of St Johns","156",0.2871503848341
"434","Baroness Anelay of St Johns","ascertain",0.2871503848341
"435","Baroness Anelay of St Johns","chods",0.2871503848341
"436","Baroness Anelay of St Johns","goldie",0.2871503848341
"437","Baroness Anelay of St Johns","perspectives",0.2871503848341
"438","Baroness Anelay of St Johns","baroness",0.265696241627193
"439","Baroness Anelay of St Johns","remarks",0.222787955213379
"440","Baroness Anelay of St Johns","gender",0.199457371685004
"441","Baroness Anelay of St Johns","network",0.199457371685004
"442","Baroness Anelay of St Johns","yet",0.190101238823536
"443","Baroness Anelay of St Johns","hl",0.184012703889847
"444","Baroness Anelay of St Johns","promotion",0.184012703889847
"445","Baroness Benjamin","cohabit",0.371256531313287
"446","Baroness Benjamin","chose",0.356988595478903
"447","Baroness Benjamin","reinstating",0.356988595478903
"448","Baroness Benjamin","remarried",0.319604383044615
"449","Baroness Benjamin","restore",0.319604383044615
"450","Baroness Benjamin","lost",0.294856320437052
"451","Baroness Benjamin","widows",0.282392081333075
"452","Baroness Benjamin","entitlement",0.278422267686492
"453","Baroness Benjamin","pension",0.21194429025587
"454","Baroness Benjamin","war",0.202846389258107
"455","Baroness Benjamin","april",0.196606187556959
"456","Baroness Benjamin","cost",0.131922980370713
"457","Baroness Browning","zones",0.341465683138472
"458","Baroness Browning","resources",0.327729019883052
"459","Baroness Browning","humanitarian",0.310630625491731
"460","Baroness Browning","aid",0.310630625491731
"461","Baroness Browning","outside",0.309502231374768
"462","Baroness Browning","conflict",0.288999615082255
"463","Baroness Browning","kingdom",0.275719373439283
"464","Baroness Browning","assistance",0.245290039549282
"465","Baroness Browning","budget",0.23766943234097
"466","Baroness Browning","united",0.207083160229594
"467","Baroness Browning","deploying",0.194385302774554
"468","Baroness Browning","publish",0.187148292938542
"469","Baroness Burt of Solihull","buddhist",0.368648039670275
"470","Baroness Burt of Solihull","hindu",0.368648039670275
"471","Baroness Burt of Solihull","jewish",0.368648039670275
"472","Baroness Burt of Solihull","nonchristian",0.341104883701318
"473","Baroness Burt of Solihull","religion",0.341104883701318
"474","Baroness Burt of Solihull","sikh",0.324993170307964
"475","Baroness Burt of Solihull","recorded",0.319956936221782
"476","Baroness Burt of Solihull","marines",0.308969680939962
"477","Baroness Burt of Solihull","muslim",0.304694812004089
"478","Baroness Burt of Solihull","anglican",0.262562255064424
"479","Baroness Burt of Solihull","baptist",0.262562255064424
"480","Baroness Burt of Solihull","catholic",0.262562255064424
"481","Baroness Corston","lariam",1.91422322215322
"482","Baroness Corston","mefloquine",1.91422322215322
"483","Baroness Corston","service",0.866174771198884
"484","Baroness Corston","administered",0.835418238904934
"485","Baroness Corston","treatment",0.721204032049331
"486","Baroness Corston","malaria",0.718339219740061
"487","Baroness Corston","men",0.65057338178628
"488","Baroness Corston","women",0.536421359811831
"489","Baroness Corston","stocks",0.513404946691951
"490","Baroness Corston","psychiatric",0.482889431927771
"491","Baroness Corston","larium",0.437010572331693
"492","Baroness Corston","prophylactic",0.437010572331693
"493","Baroness Coussins","interpreters",0.918612839017051
"494","Baroness Coussins","afghan",0.900846610648593
"495","Baroness Coussins","relocated",0.866893870195655
"496","Baroness Coussins","awaiting",0.668341646861218
"497","Baroness Coussins","kingdom",0.534642834498499
"498","Baroness Coussins","redundancy",0.508092682679387
"499","Baroness Coussins","application",0.493666301896167
"500","Baroness Coussins","intimidation",0.49205820007368
"501","Baroness Coussins","scheme",0.44622062753456
"502","Baroness Coussins","united",0.401551499196477
"503","Baroness Coussins","pipeline",0.352199573409784
"504","Baroness Coussins","already",0.34500558944529
"505","Baroness Cox","syria",1.58016697932943
"506","Baroness Cox","manbij",1.34834150600492
"507","Baroness Cox","29",1.21094031439852
"508","Baroness Cox","roadside",1.04624061366351
"509","Baroness Cox","bomb",1.00121477483906
"510","Baroness Cox","tanf",0.970313116741438
"511","Baroness Cox","soldier",0.963124737690056
"512","Baroness Cox","british",0.951038054637692
"513","Baroness Cox","march",0.87938169678747
"514","Baroness Cox","presence",0.858434997126886
"515","Baroness Cox","laying",0.700261607413396
"516","Baroness Cox","al",0.660502787840173
"517","Baroness Crawley","intend",0.620619078571009
"518","Baroness Crawley","garrisons",0.54329199952098
"519","Baroness Crawley","plymouth",0.48126266346249
"520","Baroness Crawley","albion",0.371014738281847
"521","Baroness Crawley","either",0.371014738281847
"522","Baroness Crawley","overall",0.356186962328652
"523","Baroness Crawley","size",0.353334347935026
"524","Baroness Crawley","bulwark",0.350039179249002
"525","Baroness Crawley","marine",0.321752529538615
"526","Baroness Crawley","amphibious",0.30752682697627
"527","Baroness Crawley","location",0.305200283303083
"528","Baroness Crawley","decommission",0.301166591065399
"529","Baroness Eaton","policies",0.53035731985539
"530","Baroness Eaton","assessed",0.456304531367453
"531","Baroness Eaton","test",0.439210300554831
"532","Baroness Eaton","family",0.435536348960693
"533","Baroness Eaton","publish",0.322982494126502
"534","Baroness Eaton","will",0.15324176868714
"535","Baroness Eaton","defence",0.0104382645742723
"536","Baroness Eaton","23",0
"537","Baroness Eaton","day",0
"538","Baroness Eaton","frigat",0
"539","Baroness Eaton","sea",0
"540","Baroness Eaton","servic",0
"541","Baroness Garden of Frognal","binding",0.447038145009413
"542","Baroness Garden of Frognal","grievance",0.41363815361632
"543","Baroness Garden of Frognal","recourse",0.394100411126952
"544","Baroness Garden of Frognal","ombudsman",0.341162677244492
"545","Baroness Garden of Frognal","open",0.284781621584346
"546","Baroness Garden of Frognal","findings",0.264693175935752
"547","Baroness Garden of Frognal","recommendations",0.252219668739457
"548","Baroness Garden of Frognal","legally",0.250557917792094
"549","Baroness Garden of Frognal","complaint",0.237727528487857
"550","Baroness Garden of Frognal","service",0.108634209729038
"551","Baroness Garden of Frognal","personnel",0.107029269020453
"552","Baroness Garden of Frognal","defence",0.00501535506194821
"553","Baroness Goudie","burmese",1.48110418848547
"554","Baroness Goudie","battalions",1.05904452686434
"555","Baroness Goudie","soldiers",1.03031626228432
"556","Baroness Goudie","hl6250",0.98354279465009
"557","Baroness Goudie","training",0.668054198913981
"558","Baroness Goudie","army",0.654799554034752
"559","Baroness Goudie","receive",0.634336389721507
"560","Baroness Goudie","earl",0.526501055635361
"561","Baroness Goudie","howe",0.526501055635361
"562","Baroness Goudie","belong",0.520334164904465
"563","Baroness Goudie","213",0.506169164408723
"564","Baroness Goudie","217",0.506169164408723
"565","Baroness Greengross","injured",0.816187160276353
"566","Baroness Greengross","returning",0.745326894381106
"567","Baroness Greengross","offer",0.725583448284338
"568","Baroness Greengross","employers",0.525804170566998
"569","Baroness Greengross","respond",0.449736343597134
"570","Baroness Greengross","wish",0.407531018450847
"571","Baroness Greengross","contact",0.352890049098511
"572","Baroness Greengross","opportunities",0.343018505560027
"573","Baroness Greengross","military",0.342677285105979
"574","Baroness Greengross","points",0.334615258760523
"575","Baroness Greengross","personnel",0.311942866644128
"576","Baroness Greengross","identified",0.277163209893843
"577","Baroness Harris of Richmond","gibraltar",2.09405163827612
"578","Baroness Harris of Richmond","police",1.40729933594096
"579","Baroness Harris of Richmond","delayed",1.06325202424514
"580","Baroness Harris of Richmond","federation",0.76058088593495
"581","Baroness Harris of Richmond","transfer",0.699459079033353
"582","Baroness Harris of Richmond","december",0.542863917094901
"583","Baroness Harris of Richmond","due",0.410954522240711
"584","Baroness Harris of Richmond","memorandum",0.394451897438603
"585","Baroness Harris of Richmond","chairman",0.379978767428901
"586","Baroness Harris of Richmond","mike",0.379978767428901
"587","Baroness Harris of Richmond","walliker",0.379978767428901
"588","Baroness Harris of Richmond","understanding",0.374248492918077
"589","Baroness Helic","gender",1.47588652998261
"590","Baroness Helic","kingdom",0.786532153699484
"591","Baroness Helic","violence",0.735356475061034
"592","Baroness Helic","peace",0.730868815366798
"593","Baroness Helic","sexual",0.628971876981073
"594","Baroness Helic","united",0.590736740688794
"595","Baroness Helic","list",0.541923430124699
"596","Baroness Helic","action",0.516141734524488
"597","Baroness Helic","increase",0.482955640039944
"598","Baroness Helic","women",0.474408525883499
"599","Baroness Helic","within",0.465898821987095
"600","Baroness Helic","hl698",0.446540851971011
"601","Baroness Hodgson of Abinger","strategic",0.746918165574119
"602","Baroness Hodgson of Abinger","miles",0.740151872773185
